channel_id,title,description,custom_url,handle,country,joined_date,subscribers,total_videos,total_views,keywords,has_instagram,has_tiktok,has_twitter,has_facebook,cross_platform_count,badges
UCuAHfJyWROB4XRReS43EWUw,The Bucket List Family,"Hello world! We decided to sell everything and leave home for an adventure around the world. Now, we work full-time as Family Travel Journalists! Thank you for being a part of this amazing journey! 
http://thebucketlistfamily.com

Facebook: The Bucket List Family
Instagram: thebucketlistfamily
",,,United States,2015-07-05,1500000,506,296651441,family|travel|adventure|kids|wildlife|bucket list family,True,True,False,False,2,VERIFIED_CHANNEL
UCyT6APaPTsFEwtEHu-oMqFA,TiffyQuake,"Helping you re-discover your magic through creative play ✨

Hey everyone my name is Tiffy! Here I explore beauty, wellness, creative expression, and family life in hopes of igniting a spark within you. I am here to help you re-discover your fun, flirty and feminine side, while I also embark on the journey.

After a health scare, struggling with my mental health, feeling stuck and transitioning into Motherhood, I felt called to help others finds their light again and level up. Moving forward with",,,United States,2013-02-04,1260000,833,209329507,Cupquake|ihascupquake|tiffyquake|fashion|diy|howto|how|to's|creative|art|artistic,True,False,True,True,3,
UCpE_yAyidJKIsv8mnX1VYzA,JesssFam,"What’s up, fam! My name is Jess and for the last 16 years I've been sharing my chaotic life with my growing family as a young mommy/lifestyle vlogger.  I started out on YouTube as a teen mom, and now my husband and I have 7 children (ages 9-16) that make up our big, beautiful blended family. I have 4 kids from previous relationships, my husband has 2 kids from a previous marriage, and we have 1 child together. Join our family of 9 for new videos every other day!

CONFUSED? HERE'S OUR STORY: http",,,United States,2009-09-10,2460000,2566,1708374562,GabeandJesss|Parents|Mom|Dad|Young|Mommy|GabeandJess|Jessica|Shafer|Lilia|Esquilin|Vlog|Vlogger|Life|Positive|TV|Happy|Twins|JessFam|of|many|blended|7 kids|24 hours|day in the life|blended family|teen mom|twin mom|blended family|coparenting|lifestyle,True,True,False,True,3,VERIFIED_CHANNEL
UCWw_fOUvuGFonxrA9j29V-Q,Family Vlogs,"Hello guys this is my youtube channel please keep supporting us and give a lot of love and we will also make good vlogs for you just keep giving us love like this ❤️😘

My Instagram is familyvlogs_",,,India,2021-08-24,273000,1179,280891081,Family_vlogs_1|Family|Vlogs|Pranks|Family pranks|Lifestylevlogger|Lifestyle|Vlogging,False,False,False,False,0,
UCspL7qWLI7jfbPrZWm8KLEg,S Family vlogs," Your favt vlogger To Be 

Don""t forget to subscribe my youtube channel. 

 follow me on 

tiktok : itssania_shahid

snapchat : saniaali_44

instagram : sani.aahee_
",,,Pakistan,2015-11-12,7150,891,5325041,sania|wonderland|foods|fun|complete the lyrics challenge.| pani mai mu dalna perha 😕😂 | ft.sonia shahid|food challenges|food vlogs|noodles|challenge|bts|asmr|s family|s family vlogs|sisters vlog|sisters|family vlogger|daily vlogs,True,True,False,False,2,
UCGXMW0suZvGU0zYVaQfnmyw,Hayes Family Vlog,"We are the Hayes Family - Ash, Zach & Malia! We use our fun videos to raise awareness for Malia’s autoimmune condition, Alopecia, while promoting the ideas of staying positive and loving yourself no matter what. 

*Although Malia can’t grow hair, she is a perfectly healthy girl otherwise*

Please visit NAAF.org to learn more about Alopecia

If you’d like to work with us please email us:
hayesfamilyvlog@gmail.com",,,United States,2017-02-01,124000,238,41381869,disneyland vlog|disneyland vloggers|disney vlog|disney vloggers|disney character interactions|disneyland character interactions|disney character meet and greets|disney character interactions|wdw vlog|universal studios vlog|walt disney world|disney video|disneyland video|walt disney world video|disneyland|disney,True,False,False,False,1,VERIFIED_CHANNEL
UCvmLqYHtUnIFQ0mS-VICGpw,Family Channel,"Hello guys !
Here you will find daily vlog at 5 pm ! 
Also some cooking ane challenges ❤️
I hope you will like it 😇
For collaboration please mail on : queenswati881@gmail.com",,,,2022-01-05,329000,1767,149004301,,True,False,False,False,1,
UC9zvuudYHEptDdXdkD6GAEA,My Family Vlog,"Hi friends 
Thanks for your subscription ,like, share and views 
My family vlog channel created for showing our culture ,livelihood basic ,food habits ,festivals & celebrations  ,surrounding neighbouring places through our videos .
",,,India,2022-11-21,361000,608,175316442,family vlog|village vlog|bengali vlog|my family vlog|vlog channel|my family,True,False,False,True,2,VERIFIED_CHANNEL
UCWwWOFsW68TqXE-HZLC3WIA,The ACE Family,"Welcome to THE ACE FAMILY channel where the kids have officially took over :) Join The ACE Family and SUBSCRIBE! Our videos include vlogs, crazy experiences, challenges, pranks, and fun family times.
SUBSCRIBE HERE: http://bit.ly/THEACEFAMILY

FOLLOW US :)

Elle's Instagram: https://www.instagram.com/elle/
Alaia's Instagram: https://www.instagram.com/alaiamcbroom/
Steel's Instagram: https://www.instagram.com/steelmcbroom/

*Business inquiries: Austinmcbroombusiness@gmail.com
",,,,2016-01-10,18000000,713,4607745444,THEACEFAMILY|ACE|FAMILY|ACEFAMILY|CatherinePaiz|AustinMcBroom|Elle|Challenges|Vlogs|Experiments|ActsOfKindness|Boyfriend|Girlfriend|FamilyVlogs|DailyVlogs|Catherine|Austin|catherinemcbroom|steel|mcbroom,True,False,False,True,2,VERIFIED_CHANNEL
UCr3wdq5aVFBXwo84Vnd8NLg,Beast Family Vlogs ,Entertaining Vlogs made by the Beast Family ,,,United States,2020-09-01,1380000,189,161822818,BEAST FAMILY|LAYLA|JUJU,False,False,False,False,0,VERIFIED_CHANNEL
UCCavka0AbNklF4cqfaiwqEA,Forever Family Vlogs,"HELLO , FAMILY FRIENDLY CONTENT EVERYDAY !!!
WATCH OUR VLOG CHANNEL ..

Main channel  :SISTER FOREVER
Alisson's channel : It's me Ali 
Emily's channel : EmilyG

Instagram  :@sisterforever2016 and @alisson.gonzalez07 
Tiktok and Instagram :  @yailenysr 
 
Business email 📧: sisterforever@cesddigital.com
P.O BOX 📦 
20757 BRADENTON FL 34204

FEDEX AND UPS ONLY 📦 
4112 53rd Ave E #20757
Bradenton FL 34203


Please note: This channel is subject to parental supervision and review. All negative, nasty o",,,United States,2017-09-25,868000,2261,371365623,sisterforevervlogs|vlogger|youtube|daily|influencer|life|reality|family channel|friendly vloggers|daily family vlogs|reality|real life,True,False,False,False,1,VERIFIED_CHANNEL
UCakH8fd1GzGJqJMT0NISHJA,Family blog video,mere Maa papa shivangi shivmangal aarti krish Krishna shivnandani kausilya family vlog ❤️❤️,,,,2018-10-02,1100000,3565,1188594522,,True,False,False,False,1,
UCTd7KgjB_wmLd-absFsvOGQ,My family diary telugu,"Home maker || Vlogger || cooking || Decoration & crafts || fashion & Beauty tips || Travelling || lifestyle
Support my YouTube Channel.
",,,India,2021-07-22,63500,1694,37453443,,True,False,False,False,1,
UCGHr-OPFIx--aFp4dfaAq3g,Daily family velogs,"Welcome to our YouTube channel Daily Family Vlogs 🤍
This channel is all about family love, daily life, small happiness, food, outings, and memorable moments.
Stay connected with us and be a part of our family 🫶
Subscribe for daily family vlogs!",,,Pakistan,2025-12-25,183,159,39353,,False,False,False,False,0,
UCCbcZxe-8w5obQHhtX8mA6A,"Our Life In ""Holland"" - The Bingham Family","No we do not live in Holland but our message is about how life may not always go as you had imagined but life is beautiful no matter what!  Why do we call our channel Our Life In ""Holland""? https://youtu.be/2y0wK-10Phc

We are Justin and Lindsay Bingham.  This is our family of six.  We have 3 boys (Turin, Ashton, Landon) and a girl (Ava) who are everything to us.  Our son Landon has what is called Cerebral Palsy. We love to have fun and adventure as a family. We strive to find joy in the little ",,,United States,2019-04-18,150000,1126,57418507,Family Fun|Family Vlog|Daily Vlog|Family|Cerebral Palsy|Bingham,True,False,False,True,2,
UC0JuFXTfkyDOR-rKBfSsEmA,Our Twin Life Family,"This channel is about being a mom! I have 6 children including twin boys. We are a homeschool family who love to have fun together and I also love to make Disney vlogs! 

We love hearing from YOU ! 
Urgo ATTN Our Twin Life
PO Box 37237
Raleigh, NC 27627-7237",,,United States,2014-01-20,22700,2277,7983616,homeschoolers|tesla model s|social blade|twins|unschool|adoption|adopting|new house|college,False,False,True,True,2,
UCrl8Xu6EqLSqUyWcEMXjPPg,Thakor Family Challenge,Hello Friends. Amari Thakor Family Challenge Youtube channel ne subscribe karjo ,,,India,2022-08-01,29700,47,5112027,Asmr mukbang|Asmr eating show|Asmr videos|eating Show|Mukbang|Indianmukbang|bigbites|messyeating|with hand|bangali mukbang|girl Indian Mukbanger|mukbanger|MaddyEats|asmr|Eating sounds|love to eat|Challenges|competitions|spicy food|good eating mother|cute girl Eating|‘no taking|less talking fast Eating|Hindi Mukbang|devrani|jethani|devrani jethani mukbang,False,False,False,False,0,
UCLWvIB80ANqrEJhzYzfkgGA,Family Games Media,"This channel is committed to providing child-friendly content and avoiding any elements that may affect their health and safety.
Hello everyone, this is [Family Games Media].
We will record the funny daily life of the family
There are various challenges here
We will bring laughter to everyone
Remember to subscribe to us
We will update new videos every day
love you ♥
May the world be filled with happiness
【The content is all interpretation, without any bad guidance, minors are prohibited from imi",,,United States,2023-06-08,19600000,5851,16697965439,Blind Box Challenge|Whipped Cream Challenge|One Line Drawing|Family Game Media|Family Interaction|Parenting Humor|Family Challenges|Family Games Media|challenge|games,False,False,False,False,0,VERIFIED_CHANNEL
UC7m35KJAc9xOCEYxPXtVHug,Our Family Channel,"Ananthagiri
Anumula
Avancha
Bharathula
Bhuvanagiri
Boddupalli 
Ganapavarapu
Gattupalli
Guda
Jandhyala
Jataprolu
Jonnalagadda
Kalvakolanu
Kasichainula
Kondapalli
Kota
Maddulapalli
Madivadha
Nandibhotla 
Nanduri
Nelabhotla
Palaparthi 
Panathula
Parayitham
Prayaga
Rayadurgam
Sanagavarapu
Srikonda
Tangirala 
Telikepalli
Telkapalli
Thotapalli
Vavilala
Vedala
Vedantham
Vedavalli
Vellanki
Vempati
Yagnamurthy",,,,2012-10-26,752,108,333800,#OurFamily|#OFC,False,False,False,False,0,
UCpjwEmKWs9J8yVGO-3esvtg,#our family channel,,,,,2023-06-05,90,18,10342,,False,False,False,False,0,
UCaoEoHYxVlC4FShXHi4CmWA,Our Family Channel,,,,,2026-04-19,3,25,958,,False,False,False,False,0,
UC4B6dDVB0Umrh5l4UgxUtyg,MY FAMILY,"Hello everyone,
Welcome to our channel. This is a International Funny Channel and We are always trying to provide the best quality Funny Videos,Prank Videos. We have some funny type friends, they all time make some fun acting as real or fake. some time they are make real fun with public site and take videos outside of there knowledge. please subscribe our channel and like our Videos.

MY FAMILY is about Funny and some funny instances happening around his Friends and actor. 


HEY GUYS FOLLOW MY ",,,India,2019-02-11,19800000,448,7867682295,comedy|cartoon|natok|motu patlu|funny video|tui tui|motu patalu|mowgli|jokes|comedy comedy|hansi majak|chutkule|cartoon cartoon|tiktok|comedy video|कॉमेडी|twitter|shiva cartoon|funny videos|चुटकुला|mogli cartoon|comedi|committee|tui.tui|video|chhotu dada|my family|my family comedy|hansi wala|picture|cartoon video|dj|shiva|comety video|asia funny video|try to not laugh|village comedy|hasir video|natok bangla|sofik bangla natok|laugh video|funny|hasi,False,False,False,False,0,VERIFIED_CHANNEL
UCI5lrYVm4ctqxEHG4HgvdRA,Our Family Nest,"We’re a Michigan family of 6 entering a brand-new chapter of life after over 10 years on YouTube Channel Our Family Nest!  What started as a house full of kids has now shifted into our empty-nest-in-the-making era — and we’re embracing every part of it.

Life is now mostly just the two of us, and our 4 dogs, figuring out what this next season looks like. Our four kids are grown adults and our content is evolving right along with them.

On our channel you’ll find us sharing our real life moments,",,,United States,2011-10-29,1100000,3215,505938561,daily vlogs|family channel|family vlogs|teenagers|teen|challenges|funny|comedy|daily videos|daily family vlogs|weight loss|family|daily life|day in the life|trending|popular|older kids|candi|ken|andrew|blake|chase|karli,True,True,False,True,3,VERIFIED_CHANNEL
UCaCJI3b1oJbjXBKFOfVq2tw,our family,"


DO SUBSCRIBE MY CHANNEL ",,,,2013-10-27,6670,1641,1951414,,False,False,False,False,0,
UC-z5VCIFLG6tximfWzzlSSQ,Family Channel,"Welcome to Family's official YouTube channel dedicated to making screen time family time. 

Family Channel features all-time favourites, offering something for everyone! 




",,,Canada,2005-10-22,138000,1162,28049061,Family|Channel|TV|Comedy|Action|Show|Teen|Tween|'A.N.T|Farm'|'Aaron|Stone'|'Debra!'|'Good|Luck|Charlie'|'Hannah|Montana'|'I'm|in|the|Band'|Jonas|'Life|with|Derek'|'Lizzie|McGuire'|'Naturally|Sadie'|'Overruled!'|'Phineas|and|Ferb'|'Really|Me'|'Shake|it|Up'|'Sonny|Chance'|'That's|So|Raven'|'The|Suite|Life|of|Zack|Cody'|'Wizards|Waverly|'Wingin'|It'|'What's|Up|'Allstar|Weekend'|'Camp|Rock'|'Selena|Gomez'|'Miley|Cyrus'|'Demi|Lovato'|'Hilary|Duff'|Raven|'Ashley|Tisdale'|FamilyChannel,True,False,False,True,2,VERIFIED_CHANNEL
UCvthuVsurPaVz2a7_4LepGg,Family Fun Pack,"Hi guys, I'm Kristine, and I invite you to follow my journey as a mom. I have been documenting my life as a mother since 2011 here on YouTube.  I have 8 beautiful children, including identical twins, and a wonderful husband.  We love to travel, play sports, be outdoors, and spend as much time together as we can. We usually travel about half the year. We love to be creative!  Our motto is find fun in everything, so if someone's having fun, it's our family!
Thanks for visiting our channel. Please ",,,United States,2011-10-02,10500000,3449,15944540106,Familyfunpack|family fun pack|FFP|twins family fun pack|michael family fun pack|zac family fun pack|chris family fun pack|david family fun pack|alyssa family fun pack|vlog|family fun pack owen|family fun|family meals|parenting advice|mom life|always alyssa|family travel|how to travel with big family|travel tips|hawaii life|family vlogger|twin parenting|music video|home organization|custom home ideas|kitchen organization|easy dinner ideas|homeschool,True,False,False,True,2,VERIFIED_CHANNEL
UCgQ9Xsx41bWj9nWcOasCPSg,FAMILY FUN,"જય દ્વારકાધીશ
જય માતાજી મિત્રો,🙏

હું છું ખુશી, અમારી ફેમિલી ફન ચેનલ માં તમારું સ્વાગત છે, અમે અમારા વિડિઓ દ્વારા દરેક ચહેરા પર હાસ્ય😊 લાવવા માંગીયે છીએ જેના માટે અમને તમારા સાથ ની જરૂર છે. તમને અમારા વિડિઓ ગમે તો લાઈક, શેર અને સબસ્ક્રાઇબ કરજો.


For sponsorship & business enquiries
Email us ON :-
familyfunn0009@gmail.com",,,India,2022-04-21,851000,1942,796629233,,False,False,False,False,0,VERIFIED_CHANNEL
UCt8y36oOifN7XfX6wYyYkNQ,Adventure Family Vlog,"Welcome to the Adventure Family Vlog Channel—where every day is an adventure, and every moment is a new discovery!

Join us as we explore the great outdoors, tackle thrilling challenges, and discover hidden gems worldwide!

We love bringing you along on our family adventures! From epic hikes to spending time at incredible locations, we’re all about sharing helpful tips and tricks to improve your adventures! 

Don’t miss out on any of the fun—hit that subscribe button and ring the bell so you’re ",,,United States,2023-08-17,4080,728,1601410,adventure family vlog|family travel vlog|family travel youtube channel|travel vlog family|family adventure travel|traveling with kids|family travel tips|adventure vlog|travel vlog|utah travel|utah adventures|utah family travel|national parks family travel|us national parks vlog|road trip vlog|outdoor family adventures|hiking with kids|rv travel family|rv camping vlog|camping with kids|cinematic travel vlog|travel guide vlog|things to do travel,True,True,False,True,3,
UCGPX-iCtxwzPUVD3tAgh3GA,Jhian's Family Adventure Vlog,"📍 Car Camping
📍 Road trips
📍 Food vlog
",,,,2020-08-30,68,24,8829,,False,False,False,False,0,
UCYOrk_8bdqxClLb8pannmLA,Adventure Family,"Welcome to Adventure Family! We make new friends in unlikely places! Get family travel tips, photo tips and ADVENTURE!  We upload a new video every week!

Now some of you may be wondering 'Did they win the lottery or sell a company to travel as a family?' (WE WISH! LOL!).  Instead we decided to create our own family culture fifteen years ago and make the world our classroom.  As creative entrepreneurs, it's been feast or famine (or more like famine, famine, famine, FEAST, back to famine, famine.",,,United States,2016-11-01,3060,43,328762,Family Travel|Travel,True,False,False,True,2,
UClhyKygoG0gyFg2r711YutQ,Kuya Mac Family Adventure Vlogs,"Checkout my adventures and daily life together with my folks and family. In this vlog we highlight passion and hobbies which revolves around car camping and local travel. Watch stunning videos of drone shots taken from our adventures. Learn from cooking videos, gadget reviews and many other interesting tips and facts on practical family living.

⚡️ Follow us on TikTok - https://www.tiktok.com/@kuyamacfav?is_from_webapp=1&sender_device=pc
📖  Like us on Facebook - https://www.facebook.com/JoyPeter",,,Philippines,2012-08-29,438,52,18313,family adventures|car camping|daily vlog|travel with family|drone shots|cooking tips|gadget reviews|practical living|family hobbies|local travel|outdoor adventures|family activities|camping tips|family life|travel vlog|cooking videos|family guide|nature exploration|travel photography|Life in Mindanao|Life in the Philippines|beginner camping tips|how to plan a camping trip|begginers guide to camping,False,True,False,True,2,
UCTpW4mj-LRVV0m8jWvKIZGQ,Happy kids Vlog,,,,,2024-02-25,202000,105,65352678,,False,False,False,False,0,
UCyS891Ie9r_GGB431XBvSPA,Family 5 Vlogs,"Welcome to Family 5 Vlogs - a real-life family sharing the heartwarming, hilarious, and sometimes hectic moments of our lives.

Our oldest is married with kids (we love being grandparents!), our middle is off to college, and our youngest is 12 with a big love for hockey and even bigger energy! 🏒

From weekend adventures and holiday fun to everyday routines and special family memories, we’re here to bring you along for the ride.

👋 We’d love to have you join our journey — don’t forget to hit that",,,United States,2018-01-24,86100,2308,36504806,Family 5 Vlogs|Family5vlogs|Family 5 Vlogs Youtube|Family Friendly|Family Channel|new family vlogs|bryleigh anne|stay at home mom|homeschool|large family|Kayla Victoria|Ayden|tracy|home with tracy|Barry|family vlogs|it's our life|our life|follow us around|day in the life|day in our life|family vlog,True,False,False,False,1,
UCHP0T4C5D2PEzGag5fGslcw,Indonesian Mommy,"Hello beautiful people welcome to my channel, let me introduce my self my name is Andika you can call me ANDIN. I am a Working MOM of 3 beautiful children, Raziel, Zoei and Alex. A wife to a greatest men I have ever known. In this channel I am sharing what our family like to do on daily basis. I am the best chef according to my family so i like to share my recipes hoping it will be useful for those in need. 

Feel free to subscribe!!!!! 
We Love You ALL xoxo",,,United States,2011-10-01,108000,673,22691392,Indonesian Mommy|just_andin|andin|mommy indonesia|callmeandin,True,False,False,False,1,VERIFIED_CHANNEL
